iter	Logloss
339	0.03274304004
340	0.03259243258
341	0.03250329339
342	0.03239591457
343	0.03228077996
344	0.03214728173
345	0.03201501154
346	0.03184949932
347	0.03168856079
348	0.0315339104
349	0.03141164241
350	0.03130339977
351	0.03123670966
352	0.03108781007
353	0.03099472379
354	0.03083307719
355	0.03071683436
356	0.03057192139
357	0.03049054637
358	0.03040652239
359	0.03026753155
360	0.0301181647
361	0.03002492747
362	0.02992038092
363	0.0298057531
364	0.02968450407
365	0.02960473628
366	0.02946540638
367	0.02935264218
368	0.02925908446
369	0.02917476275
370	0.02908535758
371	0.0290269031
372	0.02894775652
373	0.02887353046
374	0.02873852205
375	0.0285949108
376	0.02848662923
377	0.02830904213
378	0.02820972342
379	0.02812867907
380	0.02801820142
381	0.02790635914
382	0.02781625369
383	0.02769795614
384	0.0276124717
385	0.02752055535
386	0.0274250705
387	0.02729349939
388	0.02719372721
389	0.02707958162
390	0.02698664929
391	0.02688016544
392	0.02681757337
393	0.02670670933
394	0.02660814062
395	0.02650953417
396	0.02638586742
397	0.02632635442
398	0.02627030569
399	0.02624664834
400	0.02614293686
401	0.02605703788
402	0.02599059397
403	0.02591107059
404	0.02582775828
405	0.0257457962
406	0.02564942537
407	0.02555801281
408	0.02548715637
409	0.02535033526
410	0.02528474738
411	0.02522235839
412	0.02514260438
413	0.02504815049
414	0.02498198694
415	0.0248933126
416	0.02480866382
417	0.0247344132
418	0.02465910828
419	0.02458269213
420	0.02450095888
421	0.02443374881
422	0.02431584663
423	0.02424307804
424	0.02416519484
425	0.02407091946
426	0.02400823634
427	0.02390521615
428	0.02384139245
429	0.02377205937
430	0.02373316839
431	0.02363026082
432	0.0235688291
433	0.0235019449
434	0.02347395588
435	0.02340582507
436	0.02331975836
437	0.02324583483
438	0.02316580705
439	0.02307830504
440	0.02300877667
441	0.02290771115
442	0.02284147332
443	0.02276260709
444	0.02273277482
445	0.02264587544
446	0.02256772686
447	0.02251774762
448	0.02246194449
449	0.02237862738
450	0.02227889054
451	0.02224983342
452	0.02221283242
453	0.0221071423
454	0.02205126369
455	0.02195321555
456	0.02187394377
457	0.02177364203
458	0.0217148401
459	0.02164284488
460	0.02157797047
461	0.02149237221
462	0.02143042411
463	0.02135871823
464	0.02129763754
465	0.02123575534
466	0.02115237833
467	0.02110703087
468	0.02103458038
469	0.02097163069
470	0.02089090683
471	0.02084429839
472	0.02077667857
473	0.02068278718
474	0.02060777099
475	0.02055783248
476	0.02049196306
477	0.02043133345
478	0.02036891032
479	0.02028735139
480	0.02019691767
481	0.02013414469
482	0.02007387271
483	0.02003651468
484	0.01997657098
485	0.01992065044
486	0.01987492978
487	0.01982490921
488	0.01976362784
489	0.01971155615
490	0.01964498764
491	0.01960147086
492	0.01953812221
493	0.01945976756
494	0.01941097502
495	0.01935917109
496	0.01930856884
497	0.01924613253
498	0.0192317753
499	0.01919028388
