iter	Logloss
0	0.6772749032
1	0.6614523286
2	0.6461367448
3	0.6324313292
4	0.6170320794
5	0.605770608
6	0.5922549813
7	0.5797729547
8	0.5660627011
9	0.5548101187
10	0.5431209815
11	0.5312107012
12	0.5205820317
13	0.5087218764
14	0.499590552
15	0.4891426332
16	0.4805147678
17	0.4712224165
18	0.4623948399
19	0.4513751307
20	0.4436986765
21	0.4352638063
22	0.4252345149
23	0.4180776249
24	0.4096386582
25	0.4025638144
26	0.3947550861
27	0.3880394835
28	0.3812356522
29	0.3733584126
30	0.365622772
31	0.3598089265
32	0.353996013
33	0.3469260251
34	0.3403557063
35	0.3335483736
36	0.327363723
37	0.3224180513
38	0.3159173088
39	0.3107777537
40	0.3049643597
41	0.3004681309
42	0.2947644909
43	0.2906389779
44	0.2852725719
45	0.2807997235
46	0.2765631975
47	0.2719677735
48	0.2679278114
49	0.2639890858
50	0.2596535251
51	0.2557183935
52	0.2521890534
53	0.2484959079
54	0.2450747795
55	0.2414656689
56	0.2374460877
57	0.2334682762
58	0.2299497169
59	0.2263168498
60	0.2227742474
61	0.2195924988
62	0.2168381981
63	0.2135651076
64	0.2110473597
65	0.2082044377
66	0.2051390877
67	0.2027093025
68	0.1996755172
69	0.1972835711
70	0.1947955351
71	0.1922924581
72	0.1899407021
73	0.1872833305
74	0.1849817822
75	0.1830011552
76	0.1802587967
77	0.1779189005
78	0.175374926
79	0.1733187497
80	0.1710298421
81	0.1687093614
82	0.1668808379
83	0.1654321884
84	0.1634193138
85	0.161337508
86	0.1598203395
87	0.1578392015
88	0.1557405501
89	0.1536983964
90	0.1521062186
91	0.1506780614
92	0.1489846242
93	0.1472671616
94	0.1461026306
95	0.144530237
96	0.1432569347
97	0.1423307034
98	0.1404657633
99	0.1388326197
100	0.1376009613
101	0.1361141561
102	0.1350197064
103	0.1337066847
104	0.1324486475
105	0.1310879753
106	0.1300423684
107	0.1287243923
108	0.1273331115
109	0.1261425758
110	0.1249959717
111	0.1238006623
112	0.1228295217
113	0.1211785671
114	0.120002637
115	0.1185227105
116	0.1169956084
117	0.1157868016
118	0.1146984568
119	0.1137539753
120	0.1127535889
121	0.1116787549
122	0.110535917
123	0.109665661
124	0.1085760228
125	0.1075171795
126	0.106549496
127	0.1055630619
128	0.1047266111
129	0.1037929615
130	0.1031172503
131	0.1024291683
132	0.1015663614
133	0.1008646111
134	0.09991723748
135	0.09888600584
136	0.09811791223
137	0.09732675193
138	0.09660733525
139	0.0960567333
140	0.0953455193
141	0.09466051876
142	0.09376608786
143	0.093052038
144	0.09247456424
145	0.09168294566
146	0.09100155914
147	0.09036258896
148	0.08969405967
149	0.08898355494
150	0.08840889428
151	0.08787754792
152	0.08745811992
153	0.08674634162
154	0.08625368137
155	0.08565974655
156	0.08499702437
157	0.08445539067
158	0.08392934404
159	0.08336308973
160	0.08278193725
161	0.0822650913
162	0.08155816464
163	0.0808448456
164	0.08006628614
165	0.07954775089
166	0.07891273079
167	0.07838217038
168	0.077855215
169	0.07715195148
170	0.07665226627
171	0.07619452896
172	0.0755857385
173	0.07526120948
174	0.07485866906
175	0.0743634587
176	0.07382538031
177	0.07330709426
178	0.07295276232
179	0.07242171549
180	0.07205740171
181	0.07157009331
182	0.07113257305
183	0.0706856089
184	0.07017849857
185	0.06997575233
186	0.06961381915
187	0.06922482186
188	0.06879415883
189	0.06833856369
190	0.06789880422
191	0.06754702839
192	0.06715000035
193	0.06664562405
194	0.06626584182
195	0.06584040064
196	0.06537150438
197	0.06500135355
198	0.06453649842
199	0.06420321441
200	0.06376606196
201	0.06343549161
202	0.06295666802
203	0.06247749101
204	0.06207790866
205	0.0615806304
206	0.06114998475
207	0.06080555616
208	0.06041113396
209	0.06011028685
210	0.05980129458
211	0.05941999498
212	0.05920188571
213	0.0588565945
214	0.05847511579
215	0.05812482558
216	0.05780625942
217	0.05753100577
218	0.05725680104
219	0.05704034633
220	0.05666197904
221	0.0563450255
222	0.05600071732
223	0.05571344869
224	0.05539290749
225	0.05497014463
226	0.05471891554
227	0.05447908263
228	0.05413436171
229	0.05383481991
230	0.05347114652
231	0.0531477419
232	0.05300220473
233	0.05266658265
234	0.05229517323
235	0.05197982333
236	0.05173051477
237	0.05143931463
238	0.05124401387
239	0.05101934929
240	0.05071555011
241	0.05044103328
242	0.0502699991
243	0.0500613433
244	0.04986977038
245	0.04961975316
246	0.0493873244
247	0.04917933414
248	0.04893384507
249	0.04875844987
250	0.0485337098
251	0.04830223232
252	0.04805487125
253	0.04776495366
254	0.04762548598
255	0.04728846873
256	0.04694789319
257	0.04663760998
258	0.04647464848
259	0.04624595175
260	0.04603004036
261	0.04581816292
262	0.04557266367
263	0.04540578864
264	0.04520012326
265	0.0449683205
266	0.04476751514
267	0.04462425433
268	0.04446922654
269	0.04428067998
270	0.04404462941
271	0.04388445226
272	0.04367551432
273	0.04352391665
274	0.04330477643
275	0.04308572606
276	0.04286149459
277	0.04265019103
278	0.04240337209
279	0.04220295492
280	0.04198789177
281	0.04188298041
282	0.04156058518
283	0.04137581617
284	0.0412006486
285	0.04102527436
286	0.04075274815
287	0.04053634615
288	0.04040328881
289	0.04022960867
290	0.04010960265
291	0.0398964804
292	0.03980429448
293	0.03967763251
294	0.0395195568
295	0.03930533052
296	0.03907832369
297	0.03890162617
298	0.03872180644
299	0.03848598111
300	0.03828942955
301	0.03813941335
302	0.03800027394
303	0.03782197938
304	0.03763303385
305	0.03751516702
306	0.03739686947
307	0.03719131012
308	0.03703439595
309	0.03687323278
310	0.03672153746
311	0.03653161729
312	0.03639288763
313	0.03622209547
314	0.03606829032
315	0.03588757683
316	0.03579979386
317	0.03563785912
318	0.03550187847
319	0.03526445669
320	0.03509093349
321	0.0349476014
322	0.03477596218
323	0.0346664364
324	0.03455574968
325	0.03445806156
326	0.03437993035
327	0.03429330713
328	0.03415953754
329	0.03403149478
330	0.03392015031
331	0.03376262452
332	0.03360219816
333	0.03347473947
334	0.03335310347
335	0.03320800599
336	0.03310366012
337	0.03294554368
338	0.03287456143
